ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
70829	Ccdc93	1500.2613	-1.922280402	0.181562561	-10.58742721	3.41E-26	5.93E-24	6.04E-22
66822	Fbxo25	748.4369409	-2.18683764	0.206764958	-10.57644224	3.83E-26	6.59E-24	6.79E-22
94092	Trim16	1738.334672	-1.991447105	0.18855872	-10.56141614	4.50E-26	7.63E-24	7.97E-22
66809	Krt20	10405.89801	-5.348986026	0.50680158	-10.55439887	4.85E-26	8.12E-24	8.59E-22
56349	Net1	7693.218046	-1.405629243	0.133404941	-10.53656061	5.86E-26	9.70E-24	1.04E-21
16529	Kcnk5	291.3282358	-2.650471246	0.251581513	-10.53523853	5.94E-26	9.72E-24	1.05E-21
192678	Rassf3	1123.313239	-1.581370946	0.150127285	-10.53353457	6.05E-26	9.77E-24	1.07E-21
74764	Klc4	789.4041317	-2.162399067	0.205396924	-10.52790386	6.42E-26	1.03E-23	1.14E-21
17940	Naip1	4159.489802	-2.935863087	0.278976291	-10.52370104	6.72E-26	1.06E-23	1.19E-21
544963	Iqgap2	7250.248394	-2.595824876	0.246827446	-10.51675947	7.23E-26	1.13E-23	1.28E-21
13642	Efnb2	3706.390229	-2.229947973	0.212074495	-10.51492766	7.37E-26	1.14E-23	1.31E-21
15277	Hk2	3971.801152	-2.005696121	0.191263105	-10.48658142	9.96E-26	1.52E-23	1.76E-21
16599	Klf3	4498.055745	-1.369988295	0.130821766	-10.47217402	1.16E-25	1.75E-23	2.05E-21
20208	Saa1	500.9508764	-6.827460625	0.652298336	-10.46677609	1.23E-25	1.83E-23	2.17E-21
230828	Il22ra1	460.4828521	-2.259904572	0.216371964	-10.44453512	1.55E-25	2.29E-23	2.75E-21
54324	Arhgef5	4880.303877	-1.419080215	0.135929051	-10.43985964	1.63E-25	2.38E-23	2.89E-21
13867	Erbb3	4566.524548	-1.654031363	0.158658431	-10.42510852	1.90E-25	2.74E-23	3.37E-21
69865	A1cf	456.4105649	-2.90185824	0.278608565	-10.4155385	2.11E-25	3.00E-23	3.73E-21
69718	Ipmk	3672.590979	-2.001192652	0.192387611	-10.40187901	2.43E-25	3.43E-23	4.30E-21
17919	Myo5b	6517.604428	-2.083540919	0.201382268	-10.34619851	4.35E-25	6.08E-23	7.71E-21
56055	Gtpbp2	1126.0236	-2.350075485	0.22719815	-10.34372632	4.47E-25	6.17E-23	7.91E-21
192970	Dhrs11	574.6764196	-4.04405268	0.392368958	-10.30676	6.57E-25	8.98E-23	1.16E-20
76507	Aoc1	1102.69839	-2.397612158	0.232891695	-10.29496634	7.42E-25	1.01E-22	1.31E-20
72462	Rrp1b	261.7060587	4.256721541	0.414553294	10.26821304	9.80E-25	1.31E-22	1.73E-20
106766	Stap2	878.5848611	-1.875513938	0.182824824	-10.25852996	1.08E-24	1.44E-22	1.92E-20
226432	Ipo9	814.9768227	1.604757898	0.156460089	10.25665975	1.10E-24	1.45E-22	1.96E-20
11810	Apobec1	870.8154417	-4.395074171	0.428563844	-10.25535455	1.12E-24	1.46E-22	1.98E-20
107684	Coro2a	10762.56324	-2.86877425	0.280737596	-10.21870349	1.64E-24	2.11E-22	2.89E-20
12190	Brca2	414.3721173	3.371774628	0.33016669	10.21234041	1.75E-24	2.23E-22	3.09E-20
20019	Polr1a	580.5235159	2.178879361	0.213995275	10.18190408	2.39E-24	3.02E-22	4.23E-20
78829	Tsc22d4	2594.832337	-1.860763865	0.182827113	-10.17772381	2.49E-24	3.12E-22	4.41E-20
114255	Dok4	905.8957649	-2.550103211	0.250838433	-10.16631775	2.80E-24	3.48E-22	4.96E-20
12577	Cdkn1c	539.6274764	-2.895466645	0.285571755	-10.13919128	3.70E-24	4.55E-22	6.55E-20
71960	Myh14	8543.453239	-2.350639091	0.232266103	-10.12045692	4.48E-24	5.45E-22	7.93E-20
78906	Misp	5662.228262	-2.5466568	0.25164931	-10.11986402	4.51E-24	5.45E-22	7.98E-20
97031	Tprn	762.4208394	-2.257485975	0.223144631	-10.11669413	4.66E-24	5.58E-22	8.24E-20
117606	Boc	256.1775677	2.769260773	0.274140926	10.10159562	5.44E-24	6.45E-22	9.61E-20
11928	Atp1a1	25487.41876	-2.095771519	0.208059265	-10.07295456	7.28E-24	8.55E-22	1.29E-19
234214	Sorbs2	1739.218398	3.426497034	0.341745511	10.02645806	1.17E-23	1.36E-21	2.06E-19
13808	Eno3	579.3555233	-4.374284844	0.436303601	-10.02578212	1.17E-23	1.36E-21	2.08E-19
74392	Specc1l	2706.801082	-1.728740013	0.172815532	-10.00338331	1.47E-23	1.69E-21	2.60E-19
68667	Trpm4	1186.339686	-1.969159812	0.197455279	-9.97268758	2.01E-23	2.28E-21	3.55E-19
320685	Dctd	165.77736	3.856508809	0.386786157	9.970648492	2.05E-23	2.31E-21	3.62E-19
212943	Tent5a	2510.53947	-2.291379429	0.230647328	-9.934558734	2.94E-23	3.29E-21	5.21E-19
57258	Xpo4	625.5325918	1.808846018	0.182233674	9.92597019	3.21E-23	3.55E-21	5.67E-19
15040	H2-T23	1359.37898	-2.046074668	0.206146659	-9.925335071	3.23E-23	3.55E-21	5.71E-19
329416	Nostrin	1413.993081	-2.515434056	0.253676595	-9.915909101	3.55E-23	3.87E-21	6.28E-19
320717	Pptc7	807.9073498	-1.599821218	0.161367045	-9.914175584	3.61E-23	3.90E-21	6.39E-19
57279	Slc25a20	1498.094088	-2.7643823	0.279127012	-9.903671726	4.01E-23	4.30E-21	7.09E-19
140570	Plxnb2	9309.053264	-1.489404626	0.15108622	-9.857977952	6.33E-23	6.71E-21	1.12E-18
56501	Elf4	1134.973046	-1.475903471	0.149723289	-9.857541087	6.36E-23	6.71E-21	1.12E-18
56338	Txnip	10426.99859	-2.106908228	0.213847912	-9.852367568	6.69E-23	7.01E-21	1.18E-18
101739	Psip1	703.2337483	2.400014112	0.243708274	9.847897528	7.00E-23	7.27E-21	1.24E-18
69878	Snrpf	372.6391877	1.829083718	0.185815193	9.843563841	7.31E-23	7.53E-21	1.29E-18
20363	Selenop	10042.45905	-3.412994181	0.346908157	-9.838322076	7.70E-23	7.88E-21	1.36E-18
13641	Efnb1	1112.20149	-1.696114015	0.173070534	-9.80013165	1.12E-22	1.14E-20	1.99E-18
66616	Snx9	1660.690727	-1.044088562	0.106570431	-9.797169355	1.16E-22	1.17E-20	2.05E-18
170835	Inpp5j	469.3363013	-2.339555923	0.239110619	-9.784408271	1.31E-22	1.31E-20	2.32E-18
52428	Rhpn2	1915.390429	-1.880983923	0.192334512	-9.779752475	1.38E-22	1.37E-20	2.43E-18
22644	Rnf103	1816.497731	-1.800222626	0.184254026	-9.770329921	1.51E-22	1.49E-20	2.67E-18
71602	Myo1e	3015.837821	-1.667334359	0.170773283	-9.763438008	1.62E-22	1.58E-20	2.85E-18
11545	Parp1	644.9176483	2.15353952	0.220627008	9.760996822	1.66E-22	1.61E-20	2.92E-18
67379	Dedd2	427.9211846	-1.959648678	0.200815877	-9.758434992	1.70E-22	1.64E-20	3.00E-18
11833	Aqp8	10718.45681	-7.004745538	0.718356596	-9.751070119	1.83E-22	1.75E-20	3.22E-18
106759	Ticam1	579.6138957	-2.353398035	0.241429763	-9.747754416	1.89E-22	1.79E-20	3.33E-18
71371	Arid5b	986.4463478	2.950370732	0.304262672	9.696788336	3.11E-22	2.94E-20	5.49E-18
12550	Cdh1	20492.06998	-1.244974906	0.12856499	-9.683623114	3.54E-22	3.32E-20	6.25E-18
22791	Dnajc2	1169.98086	1.305762982	0.135017265	9.671081573	4.00E-22	3.72E-20	7.07E-18
19334	Rab22a	1108.270841	-1.274092633	0.13176646	-9.669324301	4.07E-22	3.76E-20	7.19E-18
12557	Cdh17	18827.2833	-2.186082088	0.22613481	-9.667163105	4.16E-22	3.82E-20	7.34E-18
102632	Acad11	1307.157666	-2.733628763	0.283133005	-9.654927945	4.68E-22	4.27E-20	8.27E-18
12453	Ccni	6003.740561	-1.81250597	0.187928212	-9.644672036	5.18E-22	4.69E-20	9.14E-18
71908	Cldn23	400.4820918	-2.810884609	0.292375365	-9.613958455	6.98E-22	6.28E-20	1.23E-17
14199	Fhl1	8013.205538	-3.564824727	0.370879286	-9.611819422	7.13E-22	6.35E-20	1.26E-17
66251	Arfgap3	1675.294659	-1.785886736	0.185808791	-9.611422168	7.16E-22	6.35E-20	1.26E-17
194126	Mtmr11	641.8346958	-2.180345681	0.227834137	-9.569881433	1.07E-21	9.43E-20	1.89E-17
78618	Acap2	4842.026904	-1.790561795	0.187116225	-9.569249245	1.08E-21	9.43E-20	1.90E-17
624681	Btnl6	336.078811	-4.639170206	0.484909964	-9.567075443	1.10E-21	9.57E-20	1.94E-17
74150	Slc35f5	1823.048725	-1.683654142	0.176389776	-9.54507783	1.36E-21	1.18E-19	2.40E-17
73608	Marveld3	633.0817017	-1.545369168	0.162240523	-9.52517374	1.65E-21	1.42E-19	2.91E-17
17288	Mep1b	1405.045715	-3.315802242	0.348176668	-9.523332694	1.68E-21	1.43E-19	2.96E-17
14281	Fos	1111.086528	-2.338618712	0.245801143	-9.514271111	1.83E-21	1.55E-19	3.23E-17
223754	Tbc1d22a	644.0728954	-1.446845914	0.152120042	-9.511211623	1.88E-21	1.59E-19	3.32E-17
77744	Bora	205.5564297	2.106115865	0.221682856	9.500580695	2.09E-21	1.75E-19	3.68E-17
19683	Rdh16	228.1351993	-4.978825745	0.524463198	-9.493184193	2.24E-21	1.87E-19	3.95E-17
338521	Fa2h	767.0563436	-3.765379357	0.396810717	-9.489107021	2.33E-21	1.93E-19	4.11E-17
22724	Zbtb7b	2808.599718	-2.221407752	0.23490026	-9.456812675	3.17E-21	2.61E-19	5.60E-17
17075	Epcam	22707.20593	-1.327023797	0.140356698	-9.454652432	3.24E-21	2.65E-19	5.72E-17
22321	Vars	1270.351699	2.091442074	0.221516312	9.441481116	3.68E-21	2.99E-19	6.48E-17
30943	Prss30	265.4355283	-7.316358095	0.77505708	-9.439766802	3.74E-21	3.02E-19	6.59E-17
17217	Mcm4	1067.249603	3.149516849	0.334103841	9.426760381	4.23E-21	3.39E-19	7.46E-17
13521	Slc26a2	14252.92422	-3.177133433	0.337173583	-9.422842099	4.39E-21	3.50E-19	7.74E-17
70129	Slc44a4	1880.372372	-2.272537152	0.24142261	-9.413108193	4.82E-21	3.82E-19	8.49E-17
26357	Abcg2	979.3853636	-4.638213897	0.493550095	-9.39765577	5.58E-21	4.40E-19	9.84E-17
114601	Ehbp1l1	635.1390932	-2.115657539	0.225156698	-9.396378435	5.65E-21	4.43E-19	9.96E-17
107823	Nsd2	1470.210325	1.780933398	0.189721365	9.387099879	6.17E-21	4.81E-19	1.09E-16
54451	Cpsf3	1018.609823	1.367826523	0.145755058	9.384418907	6.33E-21	4.90E-19	1.12E-16
72074	Anks4b	3017.381762	-2.625305947	0.280193784	-9.369608089	7.28E-21	5.61E-19	1.28E-16
235293	Sc5d	3263.293156	-2.410564921	0.257614635	-9.35725147	8.18E-21	6.27E-19	1.44E-16
76843	Dtl	323.1834292	3.523271846	0.376745188	9.351869539	8.61E-21	6.56E-19	1.52E-16
12313	Calm1	19601.94747	-1.778135753	0.190185903	-9.349461368	8.81E-21	6.67E-19	1.55E-16
17187	Max	1391.542549	-2.098610468	0.224505634	-9.347696229	8.96E-21	6.75E-19	1.58E-16
234344	Naf1	708.1392866	1.99310796	0.21325894	9.34595267	9.11E-21	6.82E-19	1.60E-16
330192	Vps37b	687.4630756	-2.321383736	0.249125803	-9.318118423	1.18E-20	8.82E-19	2.09E-16
13838	Epha4	756.5064126	2.32646593	0.250441338	9.289464531	1.55E-20	1.15E-18	2.73E-16
269336	Ccdc32	305.6217379	-2.069532042	0.22344548	-9.261910532	2.01E-20	1.48E-18	3.54E-16
625286	Tmem236	1750.787469	-2.79530353	0.30204416	-9.254618706	2.15E-20	1.57E-18	3.79E-16
338523	Kdm7a	4470.533602	-1.680130537	0.181773209	-9.243004232	2.40E-20	1.75E-18	4.22E-16
666339	Muc3	2419.229262	-4.384082835	0.474852829	-9.232508616	2.64E-20	1.92E-18	4.66E-16
230576	Ttc22	362.0625725	-2.923351809	0.316949197	-9.223408164	2.88E-20	2.07E-18	5.07E-16
72058	Igsf5	1014.404469	-2.478077539	0.269140263	-9.207383223	3.34E-20	2.40E-18	5.89E-16
71586	Ifih1	845.6090066	-1.637478159	0.178269904	-9.185387541	4.10E-20	2.92E-18	7.22E-16
20588	Smarcc1	2141.810472	1.838757375	0.200507706	9.170507271	4.71E-20	3.34E-18	8.29E-16
66897	Naa16	394.7527746	1.565151668	0.170737415	9.167010456	4.86E-20	3.43E-18	8.57E-16
80285	Parp9	841.1248491	-1.443645724	0.157647441	-9.15743203	5.31E-20	3.73E-18	9.36E-16
27428	Shroom3	2691.838184	-1.041875186	0.113839977	-9.152102955	5.58E-20	3.90E-18	9.83E-16
19885	Rorc	845.7060773	-2.046665004	0.223866016	-9.142365765	6.11E-20	4.24E-18	1.08E-15
65970	Lima1	5979.874426	-1.471859002	0.16118226	-9.13164391	6.75E-20	4.66E-18	1.19E-15
69574	Cmbl	3227.223602	-1.902236176	0.208564658	-9.120606484	7.47E-20	5.14E-18	1.32E-15
73674	Wdr75	459.1424329	1.861648001	0.204256984	9.114244048	7.92E-20	5.42E-18	1.39E-15
70572	Ipo5	2845.011041	1.807590776	0.198399139	9.110880145	8.17E-20	5.56E-18	1.44E-15
67800	Dgat2	417.3071886	-2.524015039	0.27800745	-9.078947479	1.10E-19	7.42E-18	1.93E-15
21356	Tapbp	1632.858091	-1.765864999	0.194841402	-9.063089179	1.27E-19	8.54E-18	2.23E-15
245527	Eda2r	378.2582791	3.396755599	0.375267962	9.051547015	1.41E-19	9.45E-18	2.48E-15
16554	Kif13b	2763.921752	-1.927165376	0.213217818	-9.038481817	1.59E-19	1.06E-17	2.80E-15
68729	Trim37	633.941193	2.062346972	0.228521011	9.024758649	1.80E-19	1.20E-17	3.17E-15
73178	Wasl	4163.944494	-1.052193178	0.116693031	-9.016761059	1.94E-19	1.28E-17	3.41E-15
407821	Znrf3	533.3062567	2.991924296	0.331965808	9.012748371	2.01E-19	1.32E-17	3.54E-15
27375	Tjp3	2685.001964	-1.006378751	0.111702007	-9.009495664	2.07E-19	1.35E-17	3.64E-15
243813	Leng9	207.6148498	-3.022333355	0.335516906	-9.007991245	2.10E-19	1.37E-17	3.69E-15
72345	Amer1	294.8936617	2.036845998	0.226190969	9.004983754	2.16E-19	1.40E-17	3.80E-15
17287	Mep1a	1579.743993	-3.56236099	0.395914967	-8.997793177	2.30E-19	1.48E-17	4.05E-15
94220	Cnnm4	2345.689641	-2.779229088	0.30933763	-8.984451986	2.60E-19	1.67E-17	4.57E-15
16201	Ilf3	851.2964972	1.653722648	0.184590151	8.958888874	3.28E-19	2.09E-17	5.77E-15
11486	Ada	1017.901797	-4.382845571	0.489329939	-8.956831016	3.34E-19	2.12E-17	5.88E-15
72123	Ccdc71l	1622.76617	-2.659671233	0.29739171	-8.943326734	3.78E-19	2.39E-17	6.64E-15
240832	Tor1aip2	4039.465358	-1.554715194	0.173856967	-8.942495757	3.80E-19	2.39E-17	6.69E-15
14367	Fzd5	1296.209674	-1.311479244	0.146800867	-8.933729582	4.12E-19	2.58E-17	7.24E-15
17219	Mcm6	870.4998981	2.995225546	0.335670545	8.923111033	4.53E-19	2.83E-17	7.97E-15
54391	Rfk	5498.599926	-2.296353188	0.257468813	-8.918956662	4.71E-19	2.92E-17	8.28E-15
433247	Cyp2c68	527.3022477	-3.633738637	0.407545508	-8.916154307	4.83E-19	2.98E-17	8.49E-15
20320	Nptn	2026.997573	-1.269829831	0.142536621	-8.908797042	5.16E-19	3.17E-17	9.07E-15
102371	Myzap	549.8661959	-2.886194053	0.324017981	-8.907511997	5.22E-19	3.19E-17	9.18E-15
78088	Sowahb	1274.096025	-1.817321198	0.204222023	-8.898752311	5.65E-19	3.44E-17	9.93E-15
232409	Clec2e	588.8732649	-3.76266836	0.422928517	-8.896700526	5.75E-19	3.49E-17	1.01E-14
60595	Actn4	9625.378894	-1.70927939	0.192215875	-8.892498572	5.97E-19	3.61E-17	1.05E-14
73813	Fam83e	1931.281414	-1.603231702	0.180453045	-8.884481276	6.42E-19	3.86E-17	1.13E-14
623781	Gm14137	483.2547541	-3.314444958	0.373077818	-8.884057959	6.45E-19	3.86E-17	1.13E-14
12156	Bmp2	3681.497835	-2.97165453	0.334849146	-8.874606876	7.02E-19	4.18E-17	1.23E-14
217684	Susd6	2026.60273	-1.840586572	0.2075225	-8.869335007	7.36E-19	4.36E-17	1.29E-14
20409	Ostf1	1298.485528	-1.553933534	0.175435862	-8.857559188	8.18E-19	4.83E-17	1.44E-14
69812	Abhd11os	387.045981	-2.405215627	0.271720901	-8.85178734	8.61E-19	5.06E-17	1.51E-14
71601	Ceacam20	923.5697847	-3.994138048	0.451400983	-8.848314906	8.89E-19	5.20E-17	1.56E-14
56722	Litaf	2657.365141	-1.78403516	0.201751438	-8.842738247	9.34E-19	5.44E-17	1.64E-14
21871	Atp6v0a2	2696.459864	-2.633301659	0.297848022	-8.841091656	9.48E-19	5.50E-17	1.67E-14
54608	Abhd2	7666.721222	-1.91264219	0.216549123	-8.83237096	1.02E-18	5.92E-17	1.80E-14
338365	Slc41a2	343.3008244	-2.876702707	0.32577181	-8.83042246	1.04E-18	5.95E-17	1.83E-14
17220	Mcm7	1362.293089	2.539519002	0.287588476	8.830392094	1.04E-18	5.95E-17	1.83E-14
23789	Coro1b	2522.734996	-1.813962497	0.205423222	-8.830367271	1.04E-18	5.95E-17	1.83E-14
66601	Tmigd1	534.0672739	-5.810155743	0.658174313	-8.827685349	1.07E-18	6.07E-17	1.88E-14
58804	Cdc42ep5	457.3437125	-1.626324681	0.18425047	-8.826705729	1.08E-18	6.10E-17	1.89E-14
99470	Magi3	3551.206539	-1.357713503	0.154176491	-8.806229133	1.29E-18	7.29E-17	2.27E-14
213993	Ccdc186	1905.356177	-2.067519055	0.235147764	-8.792424896	1.46E-18	8.21E-17	2.57E-14
226999	Slc9a2	3310.658296	-3.665162335	0.416994493	-8.789474198	1.50E-18	8.39E-17	2.64E-14
74481	Batf2	58.27483771	-4.608736902	0.524548666	-8.78609974	1.55E-18	8.61E-17	2.72E-14
11752	Anxa8	1373.77894	-3.702058777	0.421781924	-8.777186892	1.68E-18	9.28E-17	2.94E-14
100710	Pds5b	670.5412299	2.151947291	0.24619073	8.740976133	2.31E-18	1.27E-16	4.06E-14
20779	Src	1299.920195	-1.141471898	0.130643913	-8.737275805	2.39E-18	1.31E-16	4.19E-14
19143	St14	2985.101122	-1.354776118	0.155126101	-8.733385986	2.47E-18	1.35E-16	4.34E-14
16562	Kif1c	3231.662899	-1.066802314	0.122437872	-8.713009249	2.96E-18	1.61E-16	5.20E-14
229488	Fhip1a	585.3766106	-1.831192134	0.210172188	-8.712818522	2.96E-18	1.61E-16	5.20E-14
11758	Prdx6	23684.01964	-3.299626365	0.378806033	-8.710596139	3.02E-18	1.63E-16	5.31E-14
20397	Sgpl1	2257.903725	-1.817936721	0.208793482	-8.706865302	3.12E-18	1.68E-16	5.48E-14
