,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,56,0.476540588144583,1.41429686166577,0.0274279804216255,0.261110186103139,0.23087637508067,3562,tags=57%, list=27%, signal=42%,13340/71974/27993/72515/53608/66942/12567/100608/67134/110109/76130/67973/227746/107071/101612/15528/30877/59028/17218/18432/20873/20810/235036/66164/27966/21379/66590/27998/21453/64934/231872/17869
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,165,0.308938078513219,1.07428684293402,0.294545454545455,0.507836990595611,0.449034812737172,1331,tags=16%, list=10%, signal=14%,18578/20452/17472/15894/20454/66892/21928/66141/22169/112419/71371/15976/100702/24110/234311/70082/14190/327959/99899/12703/14102/58203/319974/14998/17768/71664
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,132,0.299505231734485,1.01010320384804,0.436697247706422,0.704350399526487,0.622794037476052,1770,tags=15%, list=13%, signal=13%,13874/16842/14062/21808/18791/66141/72168/380684/11732/27279/12443/12122/14102/12505/21354/16668/18611/18412/21858/13730
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,181,0.290457839600971,1.01960065896368,0.405454545454545,0.675757575757576,0.597511961722488,3801,tags=34%, list=29%, signal=25%,13645/13640/18129/107503/17865/12443/12545/11987/20539/13555/226525/19076/18263/19891/18286/245474/12567/12449/272551/68612/20462/14056/12649/60406/67141/18005/22036/12580/19366/71514/17218/20873/105727/27374/26429/21915/24061/98386/20588/12615/16765/18969/16906/12237/17536/12531/17215/51810/110809/21781/17869/16201/209737/67052/73804/72119/56150/233406/12190/20496/15260/19134
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,143,0.266450809027127,0.910272263984136,0.685251798561151,0.851954627330704,0.753307249429254,3314,tags=23%, list=25%, signal=17%,18578/15163/22169/76850/218630/21341/69833/52696/79059/110074/19891/94223/209357/13870/70239/67996/227644/66979/19365/74167/18971/68092/22088/22171/22059/19075/16881/14884/667034/75062/18969/14923/68134
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,61,0.253862239315681,0.769550506561879,0.863461538461539,0.981206293706294,0.867592933382407,1944,tags=21%, list=15%, signal=18%,11482/54635/16182/27279/18414/24088/12703/14102/12505/16177/12977/50905/12702
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,49,0.238320486487771,0.685456555258528,0.947368421052632,1,0.884210526315789,1093,tags=10%, list=8%, signal=9%,18787/65112/21825/17130/21812
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,104,0.195279474521032,0.645368495980446,0.992660550458716,1,0.884210526315789,4063,tags=34%, list=31%, signal=23%,112419/69065/227715/17768/20539/55963/56454/27053/75416/245474/72599/73192/52530/107272/67134/11911/52639/66583/14828/105785/13666/27966/20818/12608/27998/276919/67207/28146/192170/56494/50911/66161/231997/23825/13685
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,187,0.167809947810953,0.589968899999676,1,1,0.884210526315789,3232,tags=23%, list=24%, signal=18%,27360/17436/236539/26570/14190/17768/20539/66143/55963/108037/20514/27053/18030/74105/228775/18412/68801/56312/76267/20135/12449/107272/13198/27407/110391/11605/14828/17113/103963/15528/15926/21366/26754/73166/27966/66249/14884/12450/667034/19181/665563/18477/13032
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,188,0.166083435714044,0.583452365411341,1,1,0.884210526315789,1695,tags=7%, list=13%, signal=7%,226751/214137/83767/192176/18129/14086/16570/74237/18764/238130/104445/226525/17925/18080
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,127,-0.219629705224442,-0.752204169327333,0.973392461197339,1,0.884210526315789,2941,tags=28%, list=22%, signal=22%,71702/12611/11655/71765/74325/12227/105675/22117/12125/11910/17161/15368/12215/18671/12424/18753/16477/12226/12724/18035/13350/73340/13559/50776/11891/11852/22042/13039/12349/102857/12156/14590/100041585/15379/13076
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,92,-0.23494808160352,-0.766342060337224,0.9375,1,0.884210526315789,2111,tags=14%, list=16%, signal=12%,56325/20238/56273/56185/14081/11430/11666/101502/13850/13370/18670/22139/11657
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,172,-0.250198507579134,-0.885047703183008,0.785876993166287,0.935567849007485,0.827238940175039,2571,tags=24%, list=19%, signal=20%,54608/105675/14595/20525/13710/224674/14609/97998/107586/71946/193796/26941/225182/16763/18442/22234/17863/212862/55948/12614/20856/11854/226251/64292/207596/106572/21844/20778/20501/16663/16600/16452/16529/21784/243864/13521/13655/69454/268860/94249/20276/20510
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,88,-0.256681675472078,-0.830090446751685,0.81390134529148,0.946396913129628,0.836814112661987,2856,tags=23%, list=22%, signal=18%,26377/19211/17347/64143/18710/12283/20525/110651/20111/26419/55948/12576/228026/107607/19087/21844/12575/26399/210044/14675
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,174,-0.271892401238451,-0.963692707005204,0.541284403669725,0.741495443482198,0.655638076342154,2464,tags=23%, list=19%, signal=19%,18415/12520/170742/11910/13830/65972/15368/11783/20969/12606/13139/11636/12226/98845/114714/71839/55948/16476/15254/22337/12521/19645/11479/53619/17119/13197/56484/12795/16554/16600/12575/14168/67880/14149/68428/12156/19734/11486/268860/21952
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,154,-0.27277453178792,-0.957893683601945,0.569160997732426,0.741495443482198,0.655638076342154,1522,tags=19%, list=12%, signal=17%,19206/66395/18605/229521/17873/69863/269378/20443/24066/26410/225010/15945/17119/21844/11852/18755/216197/64138/12349/20750/12156/19734/23959/12522/57319/209378/12833/13808/21941
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,135,-0.276294308340643,-0.955280576447766,0.578366445916115,0.741495443482198,0.655638076342154,1212,tags=16%, list=9%, signal=14%,14012/65970/68794/20410/56173/269643/170761/19264/14677/245537/18763/231070/20963/12490/23797/17698/232975/18613/16367/107581/18175
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,169,-0.307021535675444,-1.0866214755744,0.243792325056433,0.446428571428571,0.394736842105263,1291,tags=19%, list=10%, signal=17%,14620/64292/14184/18569/22695/106572/21844/20704/20778/20501/16663/19218/16600/30045/67880/16452/16529/12349/21784/20322/243864/17002/13521/13655/20393/76854/20702/69454/94249/20276/17937/17172
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,25,-0.330043528647097,-0.8484620234509,0.698602794411178,0.851954627330704,0.753307249429254,1834,tags=28%, list=14%, signal=24%,109689/13388/14369/19015/18131/21416/54613
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,105,-0.331453029065949,-1.10929781691609,0.23841059602649,0.446428571428571,0.394736842105263,1079,tags=21%, list=8%, signal=19%,13197/16971/11852/16009/18822/20649/22341/102857/24052/18858/50706/21814/20750/23959/16852/16790/21859/20254/14173/107581/20311/20745
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,142,-0.332171230690911,-1.15280715264141,0.157657657657658,0.397727272727273,0.351674641148325,2636,tags=26%, list=20%, signal=21%,68263/56451/66925/66945/270076/17319/17161/70335/17449/208715/16828/23945/229877/224530/11832/12972/56185/66052/14081/11430/11429/100328588/12408/17001/109857/14204/14645/12349/11758/19683/11522/16852/103142/13076/11529/13808/12351
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,171,-0.334808836940517,-1.18262307934678,0.115646258503401,0.361394557823129,0.319548872180451,2438,tags=30%, list=18%, signal=25%,14595/72727/17319/13710/15277/17449/20969/16164/17684/18451/18746/26384/16828/72297/26556/56421/22339/22166/14936/20856/216558/66052/14583/77559/229782/11639/30046/18655/66681/14718/384783/50798/17859/16009/112407/17289/50799/18484/13806/18648/22359/18822/18452/56248/18563/107029/78688/23959/245865/230163/80879/110095
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,140,-0.338926119978961,-1.17296303717654,0.140589569160998,0.397713149391002,0.351662153145728,2075,tags=24%, list=16%, signal=21%,72461/18753/50909/26875/16363/16889/17133/240672/14148/72269/21929/69181/16971/20704/14702/12369/13039/13040/13007/14962/18132/16452/12349/18788/17002/70574/108078/20702/22762/56193/12266/193740/80906/11808
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,92,-0.34077427893931,-1.11152072938811,0.234375,0.446428571428571,0.394736842105263,2593,tags=32%, list=20%, signal=26%,30960/54608/14595/20249/56469/20807/110651/208715/234515/19229/12010/22596/192657/16612/19341/218294/544963/328365/53416/50528/17289/17132/231070/20322/13521/20393/117167/12007/11504
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,45,-0.341986690263175,-0.993514390858302,0.468354430379747,0.731803797468354,0.647068620919387,3487,tags=31%, list=26%, signal=23%,226646/14630/18104/50493/100041273/68194/76650/67130/16477/56421/22166/17250/11758/14159
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,28,-0.346930985566343,-0.924360746576899,0.573705179282869,0.741495443482198,0.655638076342154,1267,tags=21%, list=10%, signal=19%,230872/17153/14866/226250/14252/58991
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,84,-0.353545823006661,-1.14642210626248,0.209713024282561,0.446428571428571,0.394736842105263,1925,tags=26%, list=15%, signal=23%,65972/211329/15959/12010/16363/229003/74735/243771/17069/100121/67775/15945/16196/109032/17454/15958/54199/58185/246730/74481/66355/23960
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,150,-0.357125440979354,-1.25027227487726,0.0699774266365688,0.291572610985704,0.257811571818938,1584,tags=21%, list=12%, signal=18%,72269/11430/11429/246277/13982/13195/52585/12780/269378/64292/19015/15486/74134/12408/50997/11669/14859/14962/67880/11761/12349/29811/18563/67103/11522/19662/50500/13076/11529/104086/19128
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,165,-0.35823815782391,-1.27378437001755,0.0522220372206278,0.261110186103139,0.23087637508067,1872,tags=28%, list=14%, signal=25%,16477/12226/22339/18035/17133/16476/240672/14284/21929/22113/17873/21353/14579/16601/13636/26410/22695/15945/384783/17119/12053/13197/56336/57783/11852/18626/16600/12575/170768/15958/16173/12778/18788/20310/54199/108078/12156/13655/16598/20393/50723/12522/14345/56193/22151/11303/20311
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,155,-0.364001593696417,-1.28164785676325,0.0415565552630495,0.261110186103139,0.23087637508067,2467,tags=42%, list=19%, signal=35%,14422/103988/20525/18641/11910/17319/26401/15931/15368/15277/12389/11520/19252/17684/12177/107817/18451/74155/16828/12452/11977/12226/56421/22339/17133/14936/16476/20856/12576/14433/216558/14284/21929/18534/231507/11639/30046/18655/15275/20341/228026/13636/66681/15531/11676/14751/22695/384783/56484/20778/17859/16009/18484/13806/22359/12575/170768/18452/12778/19017/18772/56485/230163/11535/13808
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,89,-0.36509770015804,-1.18417939753866,0.143176733780761,0.397713149391002,0.351662153145728,2609,tags=24%, list=20%, signal=19%,67830/54214/211286/108123/110651/67074/12725/107767/11977/99889/99371/66251/22319/107338/320634/16561/53330/18484/11928/12176/11303
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,172,-0.373807192994757,-1.32229884500274,0.0270929189388697,0.261110186103139,0.23087637508067,3525,tags=42%, list=27%, signal=31%,66152/70316/56298/11861/22273/227095/76614/22190/68202/66916/108954/13382/11674/69721/116848/15979/67680/72157/56451/66142/67171/12861/22117/268301/18641/66878/13830/11512/70335/19043/20509/68750/11520/11816/20168/11804/268566/11637/14732/235339/56273/12452/12675/23945/66447/225028/52064/67809/13350/330064/20411/12868/66052/11430/230027/11429/21353/18569/12053/13197/20778/12974/11770/11669/17001/19218/13850/170768/12266/209378/11303/16922
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,69,-0.382492264733148,-1.20584809580763,0.159090909090909,0.397727272727273,0.351674641148325,1259,tags=14%, list=10%, signal=13%,53422/19087/14866/17349/72350/67946/56485/11516/11421/20394
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,117,-0.393687388869003,-1.33878724482526,0.0462857101338662,0.261110186103139,0.23087637508067,1739,tags=26%, list=13%, signal=22%,22354/20856/20411/13143/14081/17261/77559/19645/17873/17898/216459/226251/24131/13845/13682/20410/16009/71994/12575/18563/102857/12865/24052/18767/14173/17967/14199/13808/13019/21952
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,174,-0.395344385476599,-1.40125468495577,0.00802710642175571,0.133785107029262,0.118294199899558,4024,tags=47%, list=30%, signal=33%,78920/11370/94065/18597/70383/12857/227197/75406/68198/30057/67003/66152/70316/12894/12858/226646/66495/20463/72900/170718/22273/66046/76614/230075/68202/74143/66916/15159/13382/17993/225887/100041273/11655/67680/54405/12866/68263/68197/56451/11306/66925/66416/66142/68194/12861/66945/381511/67264/13063/66377/214952/17995/18674/17449/22334/69046/18293/22335/67130/16828/67863/235339/66447/67530/11740/12868/14148/66052/12856/22333/11429/66694/57279/69597/11931/14751/12974/12369/170731/78830/16922/109731
HALLMARK_COAGULATION,HALLMARK_COAGULATION,HALLMARK_COAGULATION,93,-0.401403741858646,-1.3145465310557,0.0504495461791554,0.261110186103139,0.23087637508067,1151,tags=24%, list=9%, signal=22%,22041/16971/20704/13039/13007/14962/14544/18788/108078/18613/66901/236733/76467/21859/56744/20702/56193/13034/11806/12266/11813/19128
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,84,-0.413289853157185,-1.3401505352941,0.0633908835754299,0.288140379888318,0.254776756953881,1592,tags=20%, list=12%, signal=18%,110784/14081/71648/56362/11666/81879/101502/13850/14149/13370/67470/22139/11806/11303/104086/15112/16922
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,155,-0.458860409495895,-1.61564528993355,0.000308556486606479,0.0154278243303239,0.0136414446710233,2486,tags=34%, list=19%, signal=28%,383295/65107/59125/12227/213988/83429/20525/66878/12215/225849/666468/242705/69046/71946/16599/74334/64898/12725/12177/233489/14651/66447/192657/71648/54484/14055/30945/22782/13828/20341/338523/219094/17524/56484/68262/17859/78908/22042/18452/12349/18563/102857/11733/21961/67182/13034/26357/12266/18174/11519/107747/216739
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,31,-0.638850587594756,-1.72868598722998,0.00406024235287192,0.101506058821798,0.0897527256950636,1537,tags=42%, list=12%, signal=37%,22337/18508/12652/214189/18012/16392/13193/15376/18088/23797/18548/16658/18609
